epoch,train_loss,val_loss,train_pixel_acc,val_pixel_acc,train_mean_acc,val_mean_acc,train_miou,val_miou
1,0.7085742163658142,0.31894484400749207,0.7654535874724389,0.8941269087791442,0.38066571666428595,0.5346460826322437,0.2697419385686089,0.3872914995683823
2,0.28064143359661103,0.2533801156282425,0.9042164522409439,0.9112246179580689,0.5764848843077197,0.5976064825554689,0.41387601922382616,0.43389132776608075
3,0.23990126863121986,0.22815882205963134,0.9149580031633378,0.9178426766395569,0.6267968664877115,0.6373463962475457,0.45792662848679677,0.4753757319351037
4,0.21820009365677834,0.2134055083990097,0.921011433005333,0.9219214677810669,0.6536796981220445,0.6505723530054093,0.48626478330290424,0.48979431045552096
5,0.20471440464258195,0.20093949019908905,0.9249995344877243,0.9257203459739685,0.6732102400033426,0.6702966273824374,0.5060004107879164,0.5060623626038432
6,0.19555395260453223,0.19490106046199798,0.9276097941398621,0.9279012680053711,0.6869685124357542,0.6786590870221457,0.5207326068214995,0.5081630738452078
7,0.18897300139069556,0.1895460855960846,0.9295725220441818,0.9295260953903198,0.6904756244271993,0.69450193186601,0.5287827987485799,0.5205086606803041
8,0.1830051937699318,0.18400875627994537,0.9314886492490768,0.9309677243232727,0.703470411580056,0.6930129112799962,0.5413031859354426,0.5318929157778621
9,0.17811649292707443,0.1821199643611908,0.9328871661424637,0.9315202856063842,0.7087077593741317,0.6893124289313952,0.546129298862846,0.5482836520423492
10,0.1742777270078659,0.17856180787086487,0.9341166239976882,0.9327099967002869,0.711674792033931,0.6936146690944831,0.5545627015914458,0.5460224428897104
11,0.17096469104290007,0.1762773287296295,0.9351245903968811,0.9335732531547546,0.7202653944057722,0.6987210380534331,0.5615710842256277,0.5460369419803223
12,0.1690409043431282,0.17492498755455016,0.9358053570985794,0.9342502188682557,0.7222353937973578,0.6965512960155803,0.5648097480445479,0.556761303730309
13,0.16607147082686424,0.17300171852111818,0.9367916625738144,0.9343952131271362,0.7258493971265851,0.7052506163716318,0.5700399813102559,0.5636583649367093
14,0.1650957329571247,0.1710740202665329,0.9370389890670776,0.9353780484199524,0.7282401691315077,0.7064053458968799,0.5740415802041146,0.5650993801156678
