epoch,train_loss,val_loss,train_pixel_acc,val_pixel_acc,train_mean_acc,val_mean_acc,train_miou,val_miou
1,0.6358176073431969,0.3739540541172028,0.7749121664464473,0.868287353515625,0.38196381586994455,0.49705916834995156,0.27140088266360035,0.34480002983963154
2,0.3520506229996681,0.31741710782051086,0.8730130243301392,0.8828621077537536,0.5270089331121804,0.5723275136016308,0.3741425184564287,0.39877840334404036
3,0.3100099989771843,0.29547719061374667,0.8863046783208847,0.890294144153595,0.5750990536812846,0.6026061525320013,0.4129353225771046,0.42739206535780494
4,0.2865443925559521,0.2742359375953674,0.8937922549247742,0.8982054996490478,0.6067766603369578,0.6273755113780498,0.43705928450196857,0.44760361045676583
5,0.27012672513723374,0.26587619245052335,0.8993185299634934,0.9007171535491943,0.6317357042214522,0.6467433880393704,0.45536023421941835,0.4580499325615044
6,0.25821432992815974,0.2545115900039673,0.9035552656650543,0.9040604376792908,0.6517473713665579,0.6434276097019515,0.4718208521657166,0.4795469991971429
7,0.24849001377820967,0.24837122440338136,0.9068631118535996,0.9069945597648621,0.663059501689859,0.659296823963523,0.4836902040972685,0.47545420653341963
8,0.2380464032292366,0.24086240768432618,0.9102819287776946,0.9091978073120117,0.6745830713165922,0.6854091573258241,0.4970154838452194,0.4915640805211538
9,0.2326747363805771,0.23721863210201263,0.9122385531663895,0.9102089047431946,0.6883050769194959,0.6867761446287236,0.5081340296190077,0.4939016278522711
10,0.22508857250213624,0.2309543663263321,0.9148511826992035,0.9123752737045288,0.6914570763350154,0.6804008936385314,0.5152790590319394,0.5052298548507194
11,0.22097304791212083,0.22769052445888519,0.9162323576211929,0.9138910889625549,0.6960557532512276,0.6884528668224812,0.5218326646341787,0.5042181089861939
12,0.21654308289289476,0.22593805074691772,0.9178671139478684,0.9148700380325318,0.6991965481794135,0.7025115728129941,0.527692369527649,0.5089314678932231
13,0.21404207721352578,0.2237117463350296,0.9187904286384583,0.9153336596488952,0.7100610401077819,0.7017395789424579,0.5347769292934874,0.5119255358787874
14,0.21124565228819847,0.22246935963630676,0.9197078961133957,0.9161080813407898,0.7087803283830485,0.6924679391582806,0.535654905939785,0.5179069044937691
15,0.20800653487443924,0.22221312403678894,0.9208344173431396,0.915671968460083,0.7136070940798771,0.6943715273588897,0.5436093633833421,0.5180524677814295
16,0.20575617238879204,0.21960341513156892,0.9217759424448013,0.9165709519386291,0.7217269719888765,0.6840790731211502,0.5487672611504482,0.525321190158526
17,0.20321905121207237,0.21781453549861907,0.9229037749767304,0.9180894541740418,0.7202598338403425,0.7126523475845655,0.5540483173495155,0.5212674361870935
18,0.20074161887168884,0.21582475185394287,0.923696169257164,0.9181386828422546,0.7248150189515823,0.7132437264174223,0.5591292419319507,0.522426747713859
19,0.19889055728912353,0.21664822816848756,0.9243209487199784,0.9184808301925659,0.7292536008358003,0.7040654372548062,0.5602724297193344,0.52602635236457
20,0.19809682935476303,0.21553751051425935,0.9246338450908661,0.918841905593872,0.7299948606903978,0.7011418421566487,0.5626938978667991,0.5296801241487263
21,0.19476504430174826,0.21380776405334473,0.9257946741580964,0.9195819473266602,0.7287691552564505,0.713043539027373,0.5668393008831967,0.5284724857223532
22,0.1939480210840702,0.214783034324646,0.9261035460233689,0.9191810655593872,0.7354437102563679,0.7056535675625006,0.5711083216809979,0.5306486650245885
23,0.19307428658008574,0.2124297684431076,0.9263896650075912,0.9202103447914124,0.7363713657235108,0.6910645965983471,0.5727963194068677,0.5371172924463948
24,0.19193238005042076,0.2116889762878418,0.9269880717992782,0.9207800388336181,0.7312748306989668,0.7009635246296724,0.571092296660451,0.5361905267151693
25,0.19089386761188507,0.21250158190727234,0.9272929114103318,0.9208314514160156,0.7364428014975664,0.6882569055755933,0.5746487021993381,0.5351174573802079
26,0.18976356640458106,0.21174723625183106,0.9276986700296402,0.9206678318977356,0.7384896266832948,0.7117489275087913,0.5787800246896223,0.5367460464220494
27,0.18853549301624298,0.21197409808635712,0.9281438779830933,0.9206036520004273,0.7391239528295894,0.7119196200867494,0.5792577266634905,0.5383063028194012
28,0.18826290413737298,0.2123017740249634,0.9282885909080505,0.921216549873352,0.738257603496313,0.7115896642704805,0.5807329905079679,0.5382155513452986
29,0.18632059633731843,0.21117906630039215,0.9290191203355789,0.9205258297920227,0.7433015650634962,0.7023062085111935,0.5838973588279136,0.5400554059507946
30,0.1862233491241932,0.21052030324935914,0.9289933371543885,0.9220519137382507,0.7436796975787727,0.7051261977354686,0.5858353189283904,0.5378986083747198
31,0.1858132253587246,0.2105070757865906,0.929219206571579,0.9213721036911011,0.7451973245572298,0.6899443684518337,0.5841738671219597,0.5393922603999576
32,0.18558653801679612,0.2121996319293976,0.9293194633722305,0.9213128590583801,0.7440935007917385,0.7000316078960895,0.5860363857160942,0.5410863760548333
33,0.18438382402062417,0.21194710612297057,0.9296881920099258,0.9217778778076172,0.7433481096910934,0.6997546916703382,0.5888239269175876,0.5371485298220067
34,0.18294637590646745,0.20859425127506256,0.9302560186386108,0.9220629215240479,0.747981087633719,0.7109840594728789,0.5919709208297231,0.5427473599339524
35,0.18190680637955667,0.2098819524049759,0.9305790323019028,0.9220782613754273,0.7536533543902137,0.7087611980736257,0.594065617516171,0.5446226448224236
36,0.1811353825032711,0.2093864643573761,0.930837396979332,0.9225682878494262,0.7518963896917801,0.6990584412217139,0.5944207497367946,0.5454809175152332
37,0.1816925297677517,0.20833662450313567,0.9307358282804489,0.9225272870063782,0.7524523981567475,0.7070631783703962,0.5938574613964495,0.5432144977649053
38,0.18156631022691727,0.21071511805057525,0.9307341462373734,0.9221129393577576,0.7566355034398536,0.705480077713728,0.596603347643589,0.5424305667790273
39,0.18167084962129593,0.21104318976402284,0.9307174408435821,0.9218732833862304,0.7506114695904158,0.7036766527841487,0.5949417341479181,0.5452880959305912
