epoch,train_loss,val_loss,train_pixel_acc,val_pixel_acc,train_mean_acc,val_mean_acc,train_miou,val_miou
1,0.8926751825213433,0.3543884241580963,0.7270309979468584,0.879137966632843,0.3303000497465412,0.46877988227332645,0.24099307785175525,0.3499781622288961
2,0.2967396134138107,0.26394338548183444,0.8975152766704559,0.9064142513275146,0.5331505697212803,0.5620206112538775,0.3866914027088813,0.42582543040392923
3,0.23313232019543648,0.21744854748249054,0.9148739361763001,0.9191033864021301,0.6272327517066152,0.6523502285778521,0.4574750921081674,0.45987892802494273
4,0.1986576621234417,0.1914021348953247,0.9250877606868744,0.9277886581420899,0.6777459373977038,0.6863716816902162,0.5084486414713321,0.5102738274990892
5,0.1758567988872528,0.17960647284984588,0.9334396332502365,0.9313873434066773,0.7218047225630534,0.7056178237994511,0.5608862081517387,0.5613717584397332
6,0.1603998476266861,0.16482510685920715,0.9386776864528656,0.9372192168235779,0.7477489849117893,0.73665240585804,0.5939294250573341,0.5756190219863009
7,0.14976197741925718,0.1561363336443901,0.9422648930549622,0.9401715207099914,0.7606307991842428,0.74732155178984,0.6146582078343876,0.5980650293454528
8,0.14091439455747604,0.15010854214429856,0.9453067994117736,0.9423796010017395,0.778060583199064,0.7470649791757268,0.6334239217095698,0.6182398694008588
9,0.1370289149135351,0.16388435840606688,0.946585163474083,0.9377798461914062,0.7844670346875984,0.7667251735925675,0.6449997148577435,0.5928876318937788
10,0.13774505145847799,0.14311255812644957,0.9464008259773254,0.9447571849822998,0.7873298492530982,0.7666674880186716,0.6469089181550471,0.6297891978174448
11,0.12723246783018113,0.14113161116838455,0.950082476735115,0.9457314085960388,0.7967364026978614,0.7749238897860049,0.666780088789916,0.6341533342624703
12,0.12329395644366742,0.1371290048956871,0.9515105968713761,0.9472581744194031,0.8038019886054097,0.7780803189675015,0.6738425239936134,0.6426320364574591
13,0.1191351855546236,0.13570978462696076,0.9530276483297349,0.9480468034744263,0.8103937827547394,0.7881616584459941,0.6856648399618767,0.641588071634372
14,0.11668355725705623,0.13479384630918503,0.953906518816948,0.9483106255531311,0.8172361885011195,0.7769306004047394,0.6914015970006586,0.6494745443016291
15,0.11476869873702526,0.13304245740175247,0.9546283745765686,0.9489236235618591,0.8166472367197273,0.8005545227726302,0.6947370009295021,0.6473332990705969
16,0.1117943625152111,0.13117700666189194,0.9557712298631668,0.9496615266799927,0.8210687620441118,0.7868549384921789,0.7002114176043932,0.6581565081359197
17,0.11011882729828358,0.13073035925626755,0.9563288754224777,0.9497189211845398,0.830063917947312,0.7802881161371867,0.7063074692773321,0.6565450937052567
18,0.10874544605612754,0.13131312906742096,0.9568594342470169,0.9500900173187256,0.8271357047682005,0.7886800019939741,0.710535845390211,0.6548604023146132
19,0.10679586187005043,0.1288836443424225,0.9576196080446243,0.9503766989707947,0.8306111851024126,0.7860468871394792,0.7136116797539096,0.6620082389066617
